01/25/2011,Completed,01/28/2011,11-00123311,Abandoned Vehicle Complaint,XXXXXXXXXXX,(Unlisted Make),Unknown,,,120,3557 W BLOOMINGDALE AVE,60647,26,14,23,
01/31/2011,Completed,02/25/2011,11-00148352,Abandoned Vehicle Complaint,XXXXXX,Buick,Unknown,Place 7 Day Sticker,Follow on Activity was created,248,9000 S ABERDEEN ST,60620,21,22,73,
02/04/2011,Completed,03/11/2011,11-00183232,Abandoned Vehicle Complaint,XXXXXXXX,Jeep - Year Greater 1988,Black,Place 7 Day Sticker,Follow on Activity was created,2,3435 W CARMEN AVE,60625,39,17,13,
02/15/2011,Completed,02/24/2011,11-00257434,Abandoned Vehicle Complaint,XXXXXXXXX000000,,Black,Place 7 Day Sticker,Follow on Activity was created,90,7962 S PHILLIPS AVE,60617,7,4,46,49
02/19/2013,Completed,04/02/2013,13-00192100,Abandoned Vehicle Complaint,XXXXXXXXX,Jeep/Cherokee,Gray,FVI - Outcome,Vehicle was moved from original address requested,30,3955 W WRIGHTWOOD AVE,60647,30,25,22,
02/27/2011,Completed,03/02/2011,11-00330678,Abandoned Vehicle Complaint,XXX-XXXX,Toyota,Blue,,,,3938 S ARTESIAN AVE,60632,12,9,58,
03/12/2012,Completed,03/13/2012,12-00599903,Abandoned Vehicle Complaint,XXXXXXX,Buick,Unknown,FVI - Outcome,Vehicle was moved from original address requested,12,2830 W ADAMS ST,60612,2,11,27,
03/29/2012,Completed,04/04/2012,12-00686433,Abandoned Vehicle Complaint,XXXXXXX,Cadillac,Green,FVI - Outcome,Return to Owner - Vehicle,30,4138 S ELLIS AVE,60653,4,2,36,
04/06/2012,Completed,04/09/2012,12-00725599,Abandoned Vehicle Complaint,XXXXXXXXXX,Chevrolet,Blue,FVI - Outcome,Return to Owner - Vehicle,10,8350 S PEORIA ST,60620,21,6,71,
05/18/2012,Completed,05/31/2012,12-00940912,Abandoned Vehicle Complaint,XXXXXX,Buick,Unknown,FVI - Outcome,Vehicle was moved from original address requested,30,112 N KILBOURN AVE,60624,28,11,26,
05/30/2012,Completed,06/12/2012,12-00999587,Abandoned Vehicle Complaint,XXXXXXX,Honda,Gray,FVI - Outcome,Vehicle was moved from original address requested,8,4820 W NORTH AVE,60639,37,25,25,
06/20/2012,Completed,06/27/2012,12-01115166,Abandoned Vehicle Complaint,XXXXXX,Buick,Black,FVI - Outcome,Vehicle was moved from original address requested,10,1117 E 43RD ST,60653,4,2,39,
06/24/2012,Completed,06/27/2012,12-01135025,Abandoned Vehicle Complaint,XXXXX,Pontiac,Green,FVI - Outcome,Vehicle was moved from original address requested,,2435 N LOTUS AVE,60639,30,25,19,
06/26/2012,Completed,06/29/2012,12-01151991,Abandoned Vehicle Complaint,XXXXXXXXXXX,Ford,Black,FVI - Outcome,Vehicle was moved from original address requested,45,7915 S TALMAN AVE,60652,18,8,70,
07/02/2012,Completed,07/03/2012,12-01188524,Abandoned Vehicle Complaint,XXXXXXXXXX,Buick,Black,FVI - Outcome,Vehicle was moved from original address requested,1,380 E KING DR ER,60616,2,1,33,
07/12/2012,Completed,07/18/2012,12-01249449,Abandoned Vehicle Complaint,XXXXX,,Red,FVI - Outcome,Vehicle was moved from original address requested,90,2636 W POTOMAC AVE,60622,26,14,24,
11/28/2011,Completed,11/30/2011,11-04175511,Abandoned Vehicle Complaint,XXXXXX,,Red,FVI - Outcome,Vehicle was moved from original address requested,20,4829 S COTTAGE GROVE AVE,60615,4,21,39,47
12/02/2011,Completed,12/05/2011,11-04200323,Abandoned Vehicle Complaint,XXXXXXX,Lincoln,Gray,FVI - Outcome,Vehicle was moved from original address requested,10,4330 S COTTAGE GROVE AVE,60653,4,2,38,47
12/05/2011,Completed,01/20/2012,11-04211725,Abandoned Vehicle Complaint,XXXXXXX,Buick,Brown,FVI - Outcome,Vehicle was moved from original address requested,30,1305 W WAVELAND AVE,60613,44,19,6,
10/04/2013,Completed,10/08/2013,13-01481900,Abandoned Vehicle Complaint,XXXXXXXXXXXXXXXXX,Chevrolet,Green,FVI - Outcome,Vehicle was moved from original address requested,30,4637 W ERIE ST,60644,28,11,25,
11/07/2013,Completed,12/12/2013,13-01673323,Abandoned Vehicle Complaint,XXXXXXX,Honda,Black,FVI - Outcome,Vehicle was moved from original address requested,30,2634 W 59TH ST,60629,16,8,63,59
02/20/2014,Completed,03/04/2014,14-00244702,Abandoned Vehicle Complaint,XXXXXX,Cadillac,Blue,FVI - Outcome,Vehicle was moved from original address requested,90,2446 W HADDON AVE,60622,26,12,24,
03/24/2014,Completed,03/25/2014,14-00419836,Abandoned Vehicle Complaint,S68 XXXXX,Honda,Beige,FVI - Outcome,Vehicle was moved from original address requested,25,455 N ABERDEEN ST,60642,27,12,24,
03/14/2014,Completed,03/31/2014,14-00365545,Abandoned Vehicle Complaint,XXXXXXX,(Unlisted Make),Unknown,FVI - Outcome,Vehicle was moved from original address requested,7,7931 S KENNETH AVE,60652,13,8,70,
03/14/2014,Completed,04/02/2014,14-00365630,Abandoned Vehicle Complaint,XXXXXX,(Unlisted Construction Equipment Make),Unknown,FVI - Outcome,Vehicle was moved from original address requested,7,6459 S KNOX AVE,60629,13,8,64,3
03/31/2014,Completed,05/01/2014,14-00457143,Abandoned Vehicle Complaint,XXXXXXX,(Unlisted Make),Green,FVI - Outcome,Vehicle was moved from original address requested,150,2849 N KOSTNER AVE,60641,31,25,20,
04/30/2014,Completed,05/08/2014,14-00628367,Abandoned Vehicle Complaint,XXXXXXXX,(Unlisted Make),Beige,FVI - Outcome,Return to Owner - Vehicle,100,1833 N SPAULDING AVE,60647,26,14,22,
05/12/2014,Completed,05/13/2014,14-00696556,Abandoned Vehicle Complaint,S68 XXXXX,Honda,Gold,FVI - Outcome,Vehicle was moved from original address requested,12,457 N ABERDEEN ST,60642,27,12,24,
05/19/2014,Completed,05/22/2014,14-00739854,Abandoned Vehicle Complaint,XXXXXX,Ford,Black,FVI - Outcome,Return to Owner - Vehicle,10,4537 S EMERALD AVE,60609,11,9,61,
06/05/2014,Completed,06/06/2014,14-00850038,Abandoned Vehicle Complaint,XXXXX,Doolittle,Orange,FVI - Outcome,Return to Owner - Vehicle,8,4745 W MAYPOLE AVE,60644,28,11,25,
06/12/2014,Completed,06/30/2014,14-00898010,Abandoned Vehicle Complaint,XXXXXX FF,Dodge,Silver,FVI - Outcome,Vehicle was moved from original address requested,60,3818 N LAVERGNE AVE,60641,45,16,15,
07/24/2014,Completed,07/24/2014,14-01186395,Abandoned Vehicle Complaint,XXXX - IT IS COVERED WITH TARP,(Unlisted Make),Black,FVI - Outcome,Return to Owner - Vehicle,10,458 N ABERDEEN ST,60642,27,12,24,
02/02/2015,Completed,02/03/2015,15-00194923,Abandoned Vehicle Complaint,XXXXXXXXX,"U-Haul Co, Division Parkhurst Manufacturing Co.",White,FVI - Outcome,Vehicle was moved from original address requested,1,4710 N SPAULDING AVE,1931104.36996915,33,17,14
02/02/2015,Completed,02/03/2015,15-00190805,Abandoned Vehicle Complaint,XXXXXXX,,Unknown,FVI - Outcome,Return to Owner - Vehicle,1,2260 W GIDDINGS ST,60625,47,19,4,21
02/02/2015,Completed,02/03/2015,15-00190811,Abandoned Vehicle Complaint,XXXXXXX,,Unknown,FVI - Outcome,Vehicle was moved from original address requested,1,2619 W LELAND AVE,60625,47,19,4,
02/02/2015,Completed,02/03/2015,15-00191452,Abandoned Vehicle Complaint,XXXXXXX,Toyota,Green,FVI - Outcome,Vehicle was moved from original address requested,1,2215 W LAWRENCE AVE,60625,47,19,4,21
02/02/2015,Completed,02/03/2015,15-00192256,Abandoned Vehicle Complaint,XXXXXXX,,Unknown,FVI - Outcome,Return to Owner - Vehicle,1,4120 N CAMPBELL AVE,60618,47,19,5,
02/10/2015,Completed,03/03/2015,15-00255001,Abandoned Vehicle Complaint,XXXXXX,Factory Outlet Trailers,Unknown,FVI - Outcome,Vehicle was moved from original address requested,21,4418 N MANOR AVE,60625,33,17,14,60
03/21/2015,Completed,04/08/2015,15-00859170,Abandoned Vehicle Complaint,XXXXXXXXX,Chevrolet,Red,FVI - Outcome,Vehicle was moved from original address requested,1,2442 W 54TH ST,60632,14,9,63,
04/15/2015,Completed,04/15/2015,15-01332306,Abandoned Vehicle Complaint,XXXXXX,Chevrolet,Black,FVI - Outcome,Return to Owner - Vehicle,14,4843 S BISHOP ST,60609,20,9,61,
04/14/2015,Completed,04/23/2015,15-01326936,Abandoned Vehicle Complaint,XXXXXXX,Ford,Blue,FVI - Outcome,Vehicle was moved from original address requested,14,12551 S WENTWORTH AVE,60628,9,5,53,
07/30/2015,Completed,08/14/2015,15-03746013,Abandoned Vehicle Complaint,XXXXXXX,(Unlisted Construction Equipment Make),Blue,FVI - Outcome,Vehicle was moved from original address requested,2,1023 N HONORE ST,60622,1,12,24,
09/03/2015,Completed,09/09/2015,15-04549377,Abandoned Vehicle Complaint,XXXXXXX,Chevrolet,Blue,FVI - Outcome,Vehicle was moved from original address requested,25,12546 S WALLACE ST,60628,9,5,53,
08/23/2015,Completed,09/15/2015,15-04291604,Abandoned Vehicle Complaint,XXXXXXX,Jeep - Year Greater 1988,Black,FVI - Outcome,Vehicle was moved from original address requested,7,5939 W CULLOM AVE,60634,38,16,15,
09/02/2015,Completed,09/23/2015,15-04527450,Abandoned Vehicle Complaint,XXXXXX,(Unlisted Make),Unknown,FVI - Outcome,Vehicle was moved from original address requested,2,743 N ALBANY AVE,60612,27,12,23,
11/24/2015,Completed,12/22/2015,15-06355731,Abandoned Vehicle Complaint,XXXXXXXXX,Ford,Blue,FVI - Outcome,Vehicle was moved from original address requested,140,5230 W AGATITE AVE,60630,38,16,15,
01/05/2016,Completed,01/06/2016,16-00081480,Abandoned Vehicle Complaint,XXXXXX750,Jeep/Cherokee,White,FVI - Outcome,Vehicle was moved from original address requested,30,468 N ABERDEEN ST,60642,27,12,24,
12/04/2015,Completed,02/08/2016,15-06540267,Abandoned Vehicle Complaint,XXX-XXXX,Jeep/Cherokee,Green,FVI - Outcome,Vehicle was moved from original address requested,45,1766 W SUNNYSIDE AVE,60640,47,19,3,31
12/27/2015,Completed,03/17/2016,15-06966351,Abandoned Vehicle Complaint,XXXXXXX,Honda,Purple,FVI - Outcome,Vehicle was moved from original address requested,1,2308 S GROVE ST,60616,11,9,34,
01/07/2016,Completed,03/21/2016,16-00115296,Abandoned Vehicle Complaint,XXXXXXX,Mercury,Maroon,FVI - Outcome,Vehicle was moved from original address requested,60,2040 W NORWOOD ST,60659,40,24,2,
03/08/2016,Completed,05/16/2016,16-01477504,Abandoned Vehicle Complaint,XXXXXXXXX,Chevrolet,Green,FVI - Outcome,Vehicle was moved from original address requested,12,6523 S ST LAWRENCE AVE,60637,20,3,42,
03/05/2016,Completed,05/16/2016,16-01335959,Abandoned Vehicle Complaint,XXXXXX,Mitsubishi,Maroon,FVI - Outcome,Vehicle was moved from original address requested,90,2053 W GRANVILLE AVE,60659,40,24,2,
03/14/2016,Completed,05/17/2016,16-01726714,Abandoned Vehicle Complaint,XXXXXXXX,Toyota,Gold,FVI - Outcome,Vehicle was moved from original address requested,30,3438 W CULLOM AVE,60618,35,17,16,60
09/06/2016,Completed,09/13/2016,16-06319765,Abandoned Vehicle Complaint,XXXXX,Volkswagen,Black,FVI - Outcome,Vehicle was moved from original address requested,15,11208 S HERMOSA AVE,60643,19,22,75,
02/28/2017,Completed,03/03/2017,17-01138467,Abandoned Vehicle Complaint,XXXXXX,(Unlisted Make),Unknown,FVI - Outcome,Vehicle was moved from original address requested,7,2337 W 109TH ST,60643,19,22,75,20
04/13/2017,Completed,04/27/2017,17-02170525,Abandoned Vehicle Complaint,XXXXX,Honda,Gray,FVI - Outcome,Vehicle was moved from original address requested,30,4811 S KEATING AVE,60632,14,8,56,
09/07/2017,Completed,10/02/2017,17-05936025,Abandoned Vehicle Complaint,XXXXXXX,Subaru,White,FVI - Outcome,Vehicle was moved from original address requested,6,1354 N DEAN ST,60622,1,14,24,33
11/02/2017,Completed,11/08/2017,17-07385855,Abandoned Vehicle Complaint,XXXXX,Oldsmobile,Burgundy,FVI - Outcome,Vehicle was moved from original address requested,30,4738 S STATE ST,60609,3,2,38,
12/11/2017,Completed,12/26/2017,17-08313909,Abandoned Vehicle Complaint,XXXXXX,Cadillac,White,FVI - Outcome,Vehicle was moved from original address requested,10,2408 N LECLAIRE AVE,60639,31,25,19,
01/16/2018,Completed,02/05/2018,18-00291928,Abandoned Vehicle Complaint,XXXXXXXXXXXX,Chevrolet,Maroon,Place 7 Day Sticker,Vehicle was moved from original address requested,10,7758 W HORTENSE AVE,60631,41,16,10,
02/10/2018,Completed,03/09/2018,18-00627559,Abandoned Vehicle Complaint,XXXXXX,(Homemade Trailer),Green,Place 7 Day Sticker,Vehicle was moved from original address requested,30,2130 W 32ND ST,60608,12,9,59,
02/07/2018,Completed,03/12/2018,18-00603039,Abandoned Vehicle Complaint,XXXXXX,Ford,Tan,Place 7 Day Sticker,Vehicle was moved from original address requested,14,3908 N NEW ENGLAND AVE,60634,38,16,17,
02/17/2018,Completed,03/14/2018,18-00684867,Abandoned Vehicle Complaint,XXXXXX,Pontiac,Gray,FVI - Outcome,Vehicle was moved from original address requested,7,11601 S ADA ST,60643,34,5,53,
02/17/2018,Completed,03/15/2018,18-00684273,Abandoned Vehicle Complaint,XXXXXXX,Bmw,Black,FVI - Outcome,Vehicle was moved from original address requested,17,5328 S SPRINGFIELD AVE,60632,23,8,62,
02/16/2018,Completed,03/15/2018,18-00679265,Abandoned Vehicle Complaint,XXXXXX,Chevrolet,Black,Place 7 Day Sticker,Vehicle was moved from original address requested,10,1000 N DEARBORN ST,60610,2,18,8,
03/07/2018,Completed,04/02/2018,18-00853510,Abandoned Vehicle Complaint,XXXXXX,Dodge,Blue,Place 7 Day Sticker,Vehicle was moved from original address requested,10,462 N ABERDEEN ST,60642,27,12,24,
03/13/2018,Completed,04/10/2018,18-00917394,Abandoned Vehicle Complaint,XXXXXX,Ford,Gray,FVI - Outcome,Return to Owner - Vehicle,365,7925 S LANGLEY AVE,60619,6,6,44,51
03/06/2018,Completed,04/11/2018,18-00850154,Abandoned Vehicle Complaint,XXXXXXX,(Unlisted Make),Green,FVI - Outcome,Vehicle was moved from original address requested,60,5121 W FULTON ST,60644,28,15,25,
03/07/2018,Completed,04/11/2018,18-00860621,Abandoned Vehicle Complaint,XXXXXX,(Unlisted Construction Equipment Make),White,FVI - Outcome,Vehicle was moved from original address requested,365,5240 W FERDINAND ST,60644,37,15,25,
03/15/2018,Completed,04/13/2018,18-00941381,Abandoned Vehicle Complaint,XXXXXX,Honda,White,FVI - Outcome,Vehicle was moved from original address requested,30,3110 N LAWNDALE AVE,60618,30,25,21,
03/14/2018,Completed,04/18/2018,18-00927658,Abandoned Vehicle Complaint,XXXXXX,Jeep/Cherokee,Tan,FVI - Outcome,Vehicle was moved from original address requested,30,507 N OAKLEY BLVD,60612,26,12,24,
03/21/2018,Completed,04/20/2018,18-00995824,Abandoned Vehicle Complaint,XXXXXX,Honda,Black,FVI - Outcome,Vehicle was moved from original address requested,21,3700 W 57TH PL,60629,23,8,62,
03/14/2018,Completed,04/23/2018,18-00922934,Abandoned Vehicle Complaint,XXXX,Lincoln,White,FVI - Outcome,Vehicle was moved from original address requested,120,320 W ERIE ST,60654,42,18,8,
03/30/2018,Completed,04/30/2018,18-01084410,Abandoned Vehicle Complaint,XXXXXX,Chevrolet,Blue,FVI - Outcome,Vehicle was moved from original address requested,8,2134 E 91ST ST,60617,7,4,48,
03/22/2018,Completed,04/30/2018,18-01007551,Abandoned Vehicle Complaint,XXXXXX,Mercedes,Blue,FVI - Outcome,Vehicle was moved from original address requested,7,7159 W IRVING PARK RD,60634,38,16,17,
03/28/2018,Completed,05/01/2018,18-01061616,Abandoned Vehicle Complaint,XXXXXX,Honda,Blue,FVI - Outcome,Vehicle was moved from original address requested,28,5820 W GUNNISON ST,60630,45,16,11,
03/20/2018,Completed,05/03/2018,18-00984058,Abandoned Vehicle Complaint,XXXXXX,Dodge,Brown,FVI - Outcome,Vehicle was moved from original address requested,90,4931 S KEDVALE AVE,60632,14,8,57,
03/30/2018,Completed,05/07/2018,18-01084838,Abandoned Vehicle Complaint,XXXXXXX,(Unlisted Make),White,FVI - Outcome,Vehicle was moved from original address requested,14,700 W 19TH ST,60616,11,12,31,
04/13/2018,Completed,05/17/2018,18-01212592,Abandoned Vehicle Complaint,XXXXXX,(Unlisted Construction Equipment Make),Brown,FVI - Outcome,Vehicle was moved from original address requested,28,3500 W 84TH ST,60652,18,8,70,
04/29/2018,Completed,06/05/2018,18-01362288,Abandoned Vehicle Complaint,XXXXXX,Ford,Red,FVI - Outcome,Vehicle was moved from original address requested,14,8537 S ADA ST,60620,21,6,71,
05/15/2018,Completed,06/06/2018,18-01523557,Abandoned Vehicle Complaint,XXXXXX,,Unknown,FVI - Outcome,Vehicle was moved from original address requested,7,2847 S HARDING AVE,60623,22,10,30,
05/15/2018,Completed,06/11/2018,18-01524020,Abandoned Vehicle Complaint,XXXXXX,Kia Motors Corp,Gold,FVI - Outcome,Vehicle was moved from original address requested,90,1734 N LOREL AVE,60639,37,25,25,
05/02/2018,Completed,06/11/2018,18-01396443,Abandoned Vehicle Complaint,XXXXXX,Buick,White,FVI - Outcome,Vehicle was moved from original address requested,21,5008 W MONROE ST,60644,28,15,25,
05/15/2018,Completed,06/13/2018,18-01524668,Abandoned Vehicle Complaint,XXXXXX,Mazda,Tan,FVI - Outcome,Vehicle was moved from original address requested,60,4903 W GLADYS AVE,60644,29,15,25,
05/23/2018,Completed,06/26/2018,18-01608741,Abandoned Vehicle Complaint,XXXXXX,Saturn,Gold,FVI - Outcome,Return to Owner - Vehicle,14,6530 S HONORE ST,60636,15,7,67,
05/26/2018,Completed,06/27/2018,18-01633210,Abandoned Vehicle Complaint,XXXXXX,Dodge,Blue,FVI - Outcome,Vehicle was moved from original address requested,14,7928 S LANGLEY AVE,60619,6,6,44,51
06/01/2018,Completed,07/10/2018,18-01685330,Abandoned Vehicle Complaint,XXXXXX,Chevrolet,Silver,FVI - Outcome,Vehicle was moved from original address requested,7,5148 W NEWPORT AVE,60641,31,16,15,
06/12/2018,Completed,07/13/2018,18-01796238,Abandoned Vehicle Complaint,XXXXXX,(Unlisted Make),Red,FVI - Outcome,Return to Owner - Vehicle,60,905 N ST LOUIS AVE,60651,27,11,23,
06/05/2018,Completed,07/16/2018,18-01720727,Abandoned Vehicle Complaint,XXXXXX,Pontiac,White,FVI - Outcome,Vehicle was moved from original address requested,14,1524 S TRUMBULL AVE,60623,24,10,29,
06/07/2018,Completed,07/20/2018,18-01746538,Abandoned Vehicle Complaint,XXXX,Honda,Black,Place 7 Day Sticker,Inspected and 7 day sticker applied to vehicle,21,6207 W GEORGE ST,60634,30,25,19,
06/26/2018,Completed,07/31/2018,18-01935523,Abandoned Vehicle Complaint,XXXXXX,Dodge,Black,FVI - Outcome,Vehicle was moved from original address requested,14,6121 N LAWNDALE AVE,60659,50,17,13,
06/19/2018,Completed,08/02/2018,18-01866927,Abandoned Vehicle Complaint,XXXXXX,(Unlisted Construction Equipment Make),Black,FVI - Outcome,Vehicle was moved from original address requested,90,2103 S HOYNE AVE,60608,25,12,31,
07/31/2018,Completed,08/07/2018,18-02262041,Abandoned Vehicle Complaint,XXXXXXXXXXXX,Ford,Green,FVI - Outcome,Create Work Order,14,6425 N SPOKANE AVE,60646,41,16,12,
07/08/2018,Completed,08/14/2018,18-02033978,Abandoned Vehicle Complaint,XXXXXX,Toyota,Brown,FVI - Outcome,Vehicle was moved from original address requested,7,5914 S SAWYER AVE,60629,23,8,66,59
07/07/2018,Completed,08/17/2018,18-02028882,Abandoned Vehicle Complaint,XXXXXX,Nissan,Blue,FVI - Outcome,Vehicle was moved from original address requested,60,7300 S CRANDON AVE,60649,7,3,43,
07/22/2018,Completed,08/21/2018,18-02169812,Abandoned Vehicle Complaint,XXXXXX,Pontiac,Black,FVI - Outcome,Vehicle was moved from original address requested,30,8707 S THROOP ST,60620,21,22,71,
07/31/2018,Completed,08/22/2018,18-02264718,Abandoned Vehicle Complaint,XXXXX,(Unlisted Make),Black,FVI - Outcome,Vehicle was moved from original address requested,7,5600 S PULASKI RD,60629,13,8,62,3
07/30/2018,Completed,08/23/2018,18-02251543,Abandoned Vehicle Complaint,XXXXXX,,Blue,FVI - Outcome,Vehicle was moved from original address requested,7,8517 S RHODES AVE,60619,6,6,44,
07/12/2018,Completed,08/23/2018,18-02075351,Abandoned Vehicle Complaint,XXXX,Chevrolet,White,FVI - Outcome,Vehicle was moved from original address requested,1,3143 S THROOP ST,60608,11,9,60,
07/31/2018,Completed,08/27/2018,18-02263763,Abandoned Vehicle Complaint,XXXXXX,Mitsubishi,Gray,FVI - Outcome,Vehicle was moved from original address requested,7,1507 W ROSEMONT AVE,60660,48,24,77,
07/27/2018,Completed,08/28/2018,18-02230300,Abandoned Vehicle Complaint,XXXXXX,Chevrolet,White,FVI - Outcome,Return to Owner - Vehicle,7,4734 S EVANS AVE,60615,4,2,38,47
07/30/2018,Completed,08/31/2018,18-02250101,Abandoned Vehicle Complaint,XXXXXX,(Unlisted Make),Green,FVI - Outcome,Vehicle was moved from original address requested,365,8159 W BERWYN AVE,60656,41,16,10,
